Filename,Type,Image Size (MB),Image X,Image Y,DPI,(Center) Coordinate,Favorite,Continent,Bit color,Alpha,Hockey Team,User Tags
London_002432.png,png,17.87,4032,3024,72,"51.66531, -0.60425",,Europe,24,Y,,"""""""Night, Abstract, Street"""""""
Barcelona_002433.png,png,20.74,4032,3024,96,,,Europe,24,,,"""""""Portrait, Food, Nature"""""""
Singapore_002434.png,png,8.72,4000,3000,72,"2° 40' N, 104° 03' E",,Asia,24,,,"""""""Architecture, Night, Wedding"""""""
Rio_de_Janeiro_002435.nef,nef,23.51,5472,3648,600,"23° 27' S, 43° 35' W",,South America,,,,"""""""Architecture, HDR, Mountain, Vacation"""""""
Buenos_Aires_002436.raw,raw,16.43,1920,1080,600,"34° 33' S, 59° 07' W",,South America,,Y,,"""""""Abstract, HDR, Art, Vintage"""""""
Berlin_002437.cr2,cr2,39.31,3840,2160,600,"53° 16' N, 13° 13' E",,Europe,,,,"""""""HDR, Family, Wildlife, Sports"""""""
Barcelona_002438.tif,tif,17.37,5472,3648,600,"42° 41' N, 3° 25' E",,Europe,24,,,"""""""Sunrise"""""""
Cairo_002439.nef,nef,20.54,3840,2160,300,"30° 37' N, 32° 36' E",,,16,,,"""""""Nature, Sunrise, City"""""""
Cape_Town_002440.tif,tif,12.74,5472,3648,600,"34° 32' S, 19° 57' E",,Africa,24,,,"""""""Forest, Abstract, Architecture, Food"""""""
Mumbai_002441.png,png,2.21,5472,3648,72,"20° 28' N, 73° 29' E",,Asia,,,,
Tokyo_002442.raw,raw,43.3,3840,2160,600,"36.14396, 139.46269",Yes,Asia,,,,"""""""Abstract, Forest"""""""
London_002443.tiff,tiff,23.16,5472,3648,300,"51.02261, -0.52030",,Europe,48,,,"""""""Concert, Street, Food, Abstract"""""""
Rio_de_Janeiro_002444.tif,tif,23.19,5472,3648,300,"-23.38413, -43.29227",Yes,South America,24,,,"""""""Nature, Abstract, Concert, Sunrise, Food"""""""
Mumbai_002445.raw,raw,44.26,4000,3000,300,"19° 43' N, 73° 33' E",Yes,Asia,16,,,"""""""Forest, HDR, Golden Hour, Beach"""""""
Paris_002446.cr2,cr2,26.98,1920,1080,1200,"48.47180, 1.99337",Yes,Europe,16,,,"""""""Event, Beach, Macro, Landscape"""""""
Mumbai_002447.cr2,cr2,32.97,2048,1536,300,,Yes,Asia,14,,,"""""""Sunrise, Street, Nature"""""""
Cape_Town_002448.tiff,tiff,17.22,5472,3648,600,"-34.01516, 18.41684",,Africa,24,,,"""""""Concert, Vacation, Holiday, Golden Hour, Mountain"""""""
Berlin_002449.tiff,tiff,25.38,1920,1080,300,"53° 16' N, 13° 40' E",,Europe,24,Y,,"""""""Abstract, Mountain, Architecture, Sunset, Event"""""""
London_002450.cr2,cr2,26.27,4032,3024,300,"52° 43' N, 0° 27' W",Yes,Europe,14,,,"""""""Sunrise, Golden Hour, HDR, Vacation, Architecture"""""""
Sydney_002451.nef,nef,32.51,5472,3648,600,"33° 03' S, 151° 41' E",,Australia,14,,,"""""""Forest, Blue Hour"""""""
Mumbai_002452.arw,arw,24.04,2048,1536,1200,"19.32986, 72.88857",,Asia,16,,,"""""""Concert, Urban, Family, Work, Vintage"""""""
Paris_002453.arw,arw,37.09,3840,2160,1200,"48.81388, 2.79575",,Europe,16,,,"""""""Abstract, Event, Landscape, Street"""""""
Singapore_002454.jpeg,jpeg,22.4,4032,3024,300,,,Asia,32,,,"""""""Forest, Landscape, Vintage, City"""""""
New_York_002455.cr2,cr2,39.77,3840,2160,300,"40° 35' N, 74° 26' W",,North America,16,Y,,"""""""Work, Sports, Art, Panorama"""""""
New_York_002456.png,png,22.21,3840,2160,300,"41° 05' N, 74° 10' W",Yes,North America,24,,,
Cairo_002457.png,png,1.53,4032,3024,300,"30.00330, 30.90499",Yes,Africa,,Y,,"""""""Sports, Beach, Portrait, Black and White, Food"""""""
New_York_002458.jpeg,jpeg,23.46,3840,2160,300,"41° 17' N, 74° 12' W",Yes,North America,24,,,"""""""Golden Hour, Festival"""""""
New_York_002459.tif,tif,20.75,5472,3648,1200,"40.69918, -74.27373",,North America,32,,,"""""""City"""""""
Tokyo_002460.tif,tif,25.1,1920,1080,600,"35° 36' N, 140° 12' E",,Asia,24,,,"""""""Wedding"""""""
Mumbai_002461.png,png,11.17,4032,3024,300,"19° 07' N, 73° 38' E",,Asia,32,,,"""""""Art, Vintage, Holiday"""""""
Rio_de_Janeiro_002462.jpg,jpg,14.02,3264,2448,300,"-23.22352, -43.46323",,South America,,,,
Barcelona_002463.arw,arw,18.57,4032,3024,1200,"41.22360, 2.05185",,Europe,14,,,"""""""Forest, Event"""""""
Cairo_002464.tif,tif,31.48,4032,3024,600,,,Africa,,,,"""""""Mountain, Sports, Event, Festival"""""""
Berlin_002465.jpg,jpg,8.93,2048,1536,72,"52.36882, 13.02450",,Europe,32,,,"""""""HDR"""""""
Singapore_002466.nef,nef,19.09,3264,2448,600,,,Asia,16,,,"""""""Work, Sports, Family"""""""
Buenos_Aires_002467.arw,arw,23.4,2048,1536,1200,"35° 46' S, 58° 43' W",,South America,16,,,"""""""Portrait, Abstract, Blue Hour, Festival, Wedding"""""""
Mumbai_002468.tif,tif,14.79,4032,3024,300,,,Asia,32,Y,,"""""""Vintage, Food, Blue Hour"""""""
Sydney_002469.nef,nef,23.2,2048,1536,300,"-34.18932, 151.23886",Yes,Australia,,,,"""""""Portrait, Macro, Abstract"""""""
Berlin_002470.raw,raw,24.19,3264,2448,600,"52° 12' N, 14° 12' E",,,16,,,"""""""Blue Hour, City, Urban"""""""
Sydney_002471.png,png,10.57,3264,2448,300,"-33.44311, 150.89935",,Australia,24,Y,Oilers,"""""""Abstract, Vacation"""""""
Berlin_002472.tiff,tiff,28.78,3840,2160,600,,,Europe,32,Y,,"""""""Beach"""""""
Cairo_002473.tiff,tiff,25.85,3264,2448,1200,"30° 46' N, 31° 46' E",,Africa,32,,,"""""""Wedding, Event"""""""
Cape_Town_002474.tiff,tiff,16.25,3840,2160,600,"-33.93513, 17.98098",,Africa,32,,Bruins,"""""""Abstract, Concert"""""""
Buenos_Aires_002475.nef,nef,37.3,3840,2160,300,"35° 57' S, 58° 27' W",,South America,14,,,"""""""Festival, Event"""""""
Mumbai_002476.cr2,cr2,16.48,1920,1080,1200,"18.63591, 72.68405",,Asia,14,,,"""""""Forest, Beach"""""""
New_York_002477.cr2,cr2,43.77,3264,2448,300,"40.69355, -74.01444",Yes,,,,,"""""""Sunset, HDR"""""""
Singapore_002478.nef,nef,15.06,3840,2160,600,"1° 20' N, 104° 54' E",,Asia,14,,,"""""""Sunset, Mountain, Food, Family, Nature"""""""
London_002479.cr2,cr2,41.92,2048,1536,1200,"51° 49' N, 1° 01' W",,Europe,,Y,,
Berlin_002480.arw,arw,30.43,4032,3024,1200,"53° 33' N, 13° 03' E",,Europe,14,,,"""""""Concert, Forest"""""""
Barcelona_002481.tif,tif,19.79,3840,2160,1200,"41° 42' N, 2° 22' E",,Europe,24,,,"""""""Mountain, Sunset, Event, Golden Hour, HDR"""""""
Vancouver_002482.nef,nef,20.12,4000,3000,600,"49.56917, -123.06241",,North America,14,Y,,"""""""Blue Hour"""""""
Tokyo_002483.png,png,8.03,3840,2160,150,,,Asia,32,,,"""""""Macro, Blue Hour, Wedding, Art"""""""
New_York_002484.png,png,23.94,5472,3648,150,"40.22762, -74.16688",Yes,North America,32,,,"""""""Food, Mountain, Nature"""""""
Mumbai_002485.raw,raw,27.95,3840,2160,300,,Yes,Asia,16,,,"""""""Family, Work, Nature, Sunrise, Landscape"""""""
Sydney_002486.cr2,cr2,16.92,6000,4000,300,,Yes,Australia,16,,,"""""""HDR, Blue Hour, Architecture, Sunset"""""""
Sydney_002487.tiff,tiff,17.48,4032,3024,300,"34° 23' S, 151° 12' E",Yes,Australia,48,,,"""""""Concert, Street"""""""
New_York_002488.jpg,jpg,20.36,2048,1536,300,"41° 17' N, 74° 29' W",,North America,32,Y,,"""""""Forest"""""""
Paris_002489.tif,tif,12.63,3840,2160,300,"49.28539, 2.33668",,Europe,48,Y,,"""""""Vintage, Panorama, Beach, Sunrise"""""""
Tokyo_002490.jpeg,jpeg,1.68,1920,1080,150,"36.08635, 139.16669",,Asia,24,,,"""""""Vacation"""""""
Paris_002491.jpeg,jpeg,18.02,2048,1536,300,"49.31215, 2.75338",,Europe,32,,,"""""""Sunset, Wedding, Concert, Sunrise"""""""
New_York_002492.nef,nef,22.15,3840,2160,600,"40.99306, -73.98921",,North America,14,,,"""""""Panorama, Nature, Night, Macro"""""""
Buenos_Aires_002493.png,png,21.64,4032,3024,300,"-35.05858, -58.32668",,South America,32,Y,,"""""""Art, Event"""""""
Vancouver_002494.raw,raw,26.47,3840,2160,600,,,North America,16,Y,,"""""""Wildlife, Night, Macro, Event"""""""
Singapore_002495.jpeg,jpeg,5.35,3264,2448,72,"2° 04' N, 104° 37' E",,Asia,24,,,"""""""Concert, Vintage, Festival, Food, HDR"""""""
Buenos_Aires_002496.nef,nef,19.31,4032,3024,600,"-34.71656, -58.40794",,South America,,,,"""""""Architecture, Black and White"""""""
Berlin_002497.jpeg,jpeg,11.41,5472,3648,72,,,Europe,24,,,"""""""Golden Hour, Night, Vintage, Architecture, Panorama"""""""
Barcelona_002498.jpeg,jpeg,10.82,1920,1080,72,"41° 00' N, 2° 48' E",,Europe,24,,,"""""""Architecture"""""""
Rio_de_Janeiro_002499.tif,tif,34.38,5472,3648,1200,"23° 57' S, 43° 30' W",Yes,South America,,,,"""""""City, Food"""""""
Berlin_002500.raw,raw,29.57,3840,2160,300,"52.56481, 13.14760",Yes,Europe,14,Y,,"""""""Festival, Night, Panorama, Sunrise, Black and White"""""""
Buenos_Aires_002501.png,png,2.49,6000,4000,72,"35° 42' S, 58° 03' W",,South America,32,Y,,"""""""Sunset, Mountain, Food, Concert, Beach"""""""
London_002502.cr2,cr2,40.95,3264,2448,600,"51.69277, 0.00861",,Europe,,,,"""""""Beach, Black and White"""""""
Berlin_002503.jpeg,jpeg,22.64,3264,2448,150,"53° 18' N, 14° 53' E",,Europe,32,Y,,"""""""Vintage, Sunset, Food"""""""
Cape_Town_002504.tiff,tiff,13.51,1920,1080,1200,"-34.20202, 18.39766",,Africa,32,,,
New_York_002505.tiff,tiff,28.47,6000,4000,600,"40° 13' N, 74° 06' W",,North America,,,,"""""""HDR"""""""
Mumbai_002506.cr2,cr2,35.44,6000,4000,300,"19.31476, 73.29105",Yes,Asia,,Y,,"""""""Work, Food, Nature"""""""
Barcelona_002507.cr2,cr2,40.16,3840,2160,1200,"41° 29' N, 2° 45' E",,,14,,,"""""""Event, Portrait, Nature"""""""
Rio_de_Janeiro_002508.arw,arw,37.88,3264,2448,1200,"-22.91527, -43.38134",,South America,16,,,"""""""Vacation"""""""
Rio_de_Janeiro_002509.tiff,tiff,29.84,1920,1080,600,"23° 28' S, 43° 18' W",,South America,24,,,"""""""Portrait, Food, Holiday"""""""
Mumbai_002510.arw,arw,29.37,5472,3648,1200,"19.41148, 72.71864",,Asia,16,,,"""""""Holiday"""""""
Barcelona_002511.jpg,jpg,8.78,6000,4000,72,,,Europe,24,Y,,"""""""Wedding"""""""
Paris_002512.raw,raw,43.22,2048,1536,1200,"49° 08' N, 3° 21' E",,,,Y,Bruins,"""""""Wedding"""""""
Cape_Town_002513.tif,tif,29.93,5472,3648,1200,"34° 17' S, 18° 28' E",,Africa,24,Y,,"""""""Portrait, Urban, Abstract, Wedding"""""""
Rio_de_Janeiro_002514.jpg,jpg,1.87,4000,3000,150,"-23.33589, -43.22977",,South America,24,,,"""""""Sports"""""""
Cairo_002515.jpg,jpg,15.84,4000,3000,72,"30.28680, 31.22729",,Africa,,,,"""""""Wildlife, Panorama, Travel, Festival"""""""
Singapore_002516.nef,nef,18.83,4032,3024,300,"1° 59' N, 103° 18' E",,Asia,16,Y,,"""""""Event, Vintage, Mountain, Street"""""""
Cairo_002517.jpg,jpg,8.49,3840,2160,300,"30.28996, 31.72812",,Africa,,Y,,"""""""Panorama, Family, Sunrise, Food"""""""
Singapore_002518.cr2,cr2,44.65,4032,3024,1200,"1.09486, 103.67088",,Asia,14,,,"""""""Holiday, Work, Art, Urban, Forest"""""""
New_York_002519.cr2,cr2,39.97,4032,3024,1200,"41° 57' N, 74° 23' W",Yes,,14,,,
Cape_Town_002520.tif,tif,20.09,3264,2448,1200,"-34.11924, 18.79516",,Africa,48,,,"""""""Nature, Travel, Concert, Sunset, Holiday"""""""
London_002521.tiff,tiff,13.91,4000,3000,300,"51.98154, 0.25380",,Europe,24,Y,,"""""""Sunset, Forest, Festival"""""""
Buenos_Aires_002522.arw,arw,44.32,1920,1080,300,"-34.33476, -58.31127",,South America,14,,,"""""""Forest, Holiday, Family"""""""
London_002523.raw,raw,39.4,5472,3648,600,"51.97862, -0.53730",,Europe,16,Y,,"""""""Portrait, Family"""""""
New_York_002524.raw,raw,19.77,4000,3000,600,"41.16010, -73.78908",,North America,,,,"""""""Event, Vacation, Architecture, Concert, Landscape"""""""
Barcelona_002525.png,png,16.92,6000,4000,96,"41.53123, 2.48713",,Europe,24,,,"""""""Architecture, Street, Sunrise, Sports, Golden Hour"""""""
Barcelona_002526.jpeg,jpeg,14.81,3840,2160,300,"41.12768, 2.08224",,Europe,32,Y,Canadiens,"""""""Nature, Portrait"""""""
Paris_002527.png,png,18.97,2048,1536,300,"48.50173, 2.82747",,Europe,24,,,"""""""Abstract, Wildlife, Sunset, Concert"""""""
Singapore_002528.cr2,cr2,29.15,4000,3000,600,,,Asia,14,Y,,"""""""Nature, Travel, City, Panorama, Festival"""""""
Barcelona_002529.tif,tif,17.9,6000,4000,600,"41.48792, 1.90601",,Europe,48,,Canadiens,"""""""Architecture, Work"""""""
Tokyo_002530.cr2,cr2,25.65,4032,3024,300,"36° 43' N, 139° 21' E",,Asia,16,,,
Mumbai_002531.tiff,tiff,21.46,2048,1536,600,"19.33471, 73.02495",,Asia,24,,,"""""""Beach, Wedding, Vintage"""""""
London_002532.cr2,cr2,26.7,6000,4000,1200,"51.47667, 0.34510",,Europe,16,Y,,"""""""Black and White, Wedding, Sunrise"""""""
Tokyo_002533.tiff,tiff,22.96,5472,3648,300,"35° 53' N, 139° 18' E",,Asia,32,,,"""""""HDR, Golden Hour, Vintage, Beach, Panorama"""""""
Paris_002534.tiff,tiff,9.12,4000,3000,300,,,Europe,48,Y,,"""""""Blue Hour, Landscape, Street"""""""
Mumbai_002535.raw,raw,43.55,4032,3024,1200,,,Asia,14,Y,,"""""""Art, Family, Urban"""""""
Barcelona_002536.tiff,tiff,14.32,4032,3024,300,"41° 45' N, 2° 10' E",,Europe,24,,,
Vancouver_002537.raw,raw,42.99,6000,4000,600,"50° 59' N, 123° 20' W",,North America,,Y,,"""""""Holiday, Art, Nature, Forest"""""""
London_002538.png,png,6.72,4000,3000,96,"52° 30' N, 0° 36' W",,Europe,,Y,,
Singapore_002539.nef,nef,20.78,3840,2160,300,"1.67071, 103.45343",,Asia,,,,"""""""Festival"""""""
Buenos_Aires_002540.png,png,24.72,3264,2448,150,"34° 22' S, 59° 37' W",,South America,,Y,,"""""""Abstract"""""""
Cape_Town_002541.cr2,cr2,38.47,6000,4000,1200,"34° 41' S, 19° 57' E",,Africa,16,Y,,"""""""Travel, Street, Night, Family"""""""
New_York_002542.cr2,cr2,29.99,6000,4000,600,"40.24905, -74.16836",,North America,14,,,"""""""Work, Portrait, Street, Abstract"""""""
Cape_Town_002543.jpg,jpg,4.7,4032,3024,72,"34° 12' S, 18° 15' E",Yes,Africa,,,,"""""""Night"""""""
Berlin_002544.jpeg,jpeg,4.5,5472,3648,300,"52° 27' N, 14° 35' E",,Europe,24,,,
Berlin_002545.png,png,13.45,4000,3000,150,"52.62304, 13.37096",,Europe,,,,"""""""Macro, Urban, Forest, Concert"""""""
Barcelona_002546.raw,raw,23.75,6000,4000,1200,"41° 22' N, 2° 48' E",,Europe,14,,,"""""""Street, Festival"""""""
London_002547.cr2,cr2,42.3,3840,2160,1200,"51.19553, 0.06173",,Europe,14,,,"""""""Abstract, HDR, Beach, Forest, Blue Hour"""""""
Rio_de_Janeiro_002548.nef,nef,37.34,3840,2160,600,"-22.48452, -42.80777",,South America,16,,,"""""""Portrait, Vacation, Sports, Nature, Concert"""""""
Buenos_Aires_002549.nef,nef,44.67,5472,3648,600,"-34.78456, -58.37390",,South America,14,,,"""""""Macro, Forest, HDR, Sunrise"""""""
Sydney_002550.jpg,jpg,6.36,2048,1536,96,"34° 08' S, 152° 28' E",,Australia,24,,,"""""""Blue Hour"""""""
Vancouver_002551.png,png,9.84,3840,2160,300,"49° 51' N, 123° 01' W",,North America,32,,,"""""""Festival, Portrait, Beach, Urban"""""""
Cairo_002552.png,png,7.85,1920,1080,300,"29.81609, 31.35844",,Africa,32,,,
Singapore_002553.tif,tif,34.05,4000,3000,1200,,,Asia,32,,,"""""""Black and White, Holiday"""""""
Paris_002554.jpg,jpg,18.48,2048,1536,72,"48.51940, 2.26580",,Europe,,,,"""""""Macro, Mountain, Black and White"""""""
Los_Angeles_002555.jpeg,jpeg,4.87,4000,3000,150,"33.91892, -118.24051",,North America,32,,Canadiens,"""""""Architecture, Forest"""""""
Barcelona_002556.jpg,jpg,23.83,4032,3024,150,"41.48561, 2.48589",,Europe,32,Y,,"""""""Landscape"""""""
Cairo_002557.cr2,cr2,44.14,2048,1536,1200,"30° 37' N, 31° 58' E",Yes,Africa,,,,"""""""Sports, Concert, Vacation, Street, Art"""""""
New_York_002558.tiff,tiff,18.14,6000,4000,600,"40.71194, -74.27777",,North America,32,,,"""""""Travel, Sunset, Vintage"""""""
Tokyo_002559.raw,raw,24.44,1920,1080,300,"36° 58' N, 140° 47' E",,Asia,16,,,"""""""Art"""""""
Paris_002560.nef,nef,16.54,2048,1536,300,"49° 08' N, 2° 46' E",,Europe,16,Y,,
New_York_002561.jpeg,jpeg,2.86,3264,2448,300,"40° 19' N, 74° 04' W",,North America,24,Y,,"""""""City, Golden Hour, HDR"""""""
Rio_de_Janeiro_002562.raw,raw,19.16,3840,2160,1200,"23° 55' S, 43° 05' W",Yes,South America,,,,"""""""Concert, City, Wildlife, Travel, Sunrise"""""""
Buenos_Aires_002563.jpeg,jpeg,15.5,3264,2448,300,"34° 51' S, 58° 14' W",,South America,32,Y,,"""""""Concert"""""""
Tokyo_002564.raw,raw,33.28,3840,2160,600,"36° 56' N, 139° 38' E",,Asia,16,Y,Flames,"""""""Family, Festival, Concert"""""""
Los_Angeles_002565.png,png,10.21,4000,3000,72,"34° 19' N, 118° 38' W",,North America,32,Y,,"""""""City, Family, Work, Nature, Black and White"""""""
Berlin_002566.nef,nef,18.81,3840,2160,600,"53° 34' N, 13° 10' E",,Europe,,Y,,"""""""Architecture, Vacation, Abstract, Work, Golden Hour"""""""
Vancouver_002567.arw,arw,37.0,3840,2160,600,,,North America,14,,,"""""""Travel, Forest, Portrait, Architecture, Food"""""""
Rio_de_Janeiro_002568.jpeg,jpeg,17.89,3840,2160,72,"-22.56434, -43.25185",Yes,South America,,Y,,"""""""Sports, Food"""""""
Berlin_002569.arw,arw,16.63,3264,2448,300,"52.75104, 13.08316",,Europe,14,,,"""""""Family, Mountain"""""""
Singapore_002570.tif,tif,10.38,6000,4000,600,"1° 18' N, 104° 46' E",,Asia,,,,
Berlin_002571.nef,nef,39.69,2048,1536,1200,"52° 31' N, 13° 41' E",,Europe,14,,Jets,"""""""Panorama, Blue Hour, Beach, Work"""""""
Cairo_002572.tiff,tiff,24.64,4000,3000,600,"30.31820, 31.51365",,Africa,24,Y,,
Barcelona_002573.tiff,tiff,18.48,4032,3024,300,"41° 38' N, 2° 50' E",Yes,Europe,,Y,Oilers,"""""""Vintage"""""""
Berlin_002574.tif,tif,9.19,5472,3648,1200,"52.91717, 13.24902",,,,,,"""""""Holiday, Festival, Vintage, Vacation, Event"""""""
Sydney_002575.raw,raw,22.42,1920,1080,600,"34° 32' S, 151° 50' E",,Australia,14,,,"""""""Wedding, Art, Portrait"""""""
Vancouver_002576.jpeg,jpeg,21.36,6000,4000,96,"49.08273, -123.58506",,North America,,,,"""""""Sunrise, Black and White, Portrait, Art, Beach"""""""
Rio_de_Janeiro_002577.arw,arw,29.43,3264,2448,600,"23° 31' S, 44° 52' W",,South America,16,,,"""""""Architecture"""""""
Cairo_002578.tiff,tiff,20.26,4032,3024,1200,"29.96861, 30.76692",Yes,Africa,24,,,"""""""Forest, Wildlife, Golden Hour, Beach, Food"""""""
Mumbai_002579.png,png,8.28,1920,1080,72,"19° 00' N, 73° 34' E",,Asia,32,Y,,"""""""Festival, Golden Hour"""""""
Vancouver_002580.raw,raw,16.49,2048,1536,600,"50° 10' N, 123° 52' W",,North America,16,Y,,"""""""Art, Wedding, Urban, Nature, Holiday"""""""
Berlin_002581.png,png,8.46,6000,4000,150,"53° 52' N, 14° 16' E",,Europe,24,,,"""""""Holiday, Landscape, Night, Concert"""""""
Rio_de_Janeiro_002582.tif,tif,19.75,5472,3648,1200,"23° 19' S, 43° 46' W",,South America,48,,,"""""""Vintage, Portrait, Landscape, Sunrise"""""""
New_York_002583.tif,tif,31.74,3264,2448,1200,"40.58540, -73.63653",Yes,North America,,Y,,"""""""Night"""""""
Cape_Town_002584.png,png,2.91,3264,2448,300,"34° 26' S, 19° 10' E",,Africa,32,,,"""""""Urban"""""""
London_002585.raw,raw,36.86,1920,1080,1200,"51.62678, -0.26497",,Europe,16,,,"""""""Macro, Event"""""""
New_York_002586.tiff,tiff,31.21,6000,4000,600,"40.60400, -73.94015",,North America,48,,,"""""""Macro, City, Street, Sports"""""""
London_002587.tiff,tiff,15.06,4032,3024,600,"51° 42' N, 0° 44' E",,Europe,24,,,"""""""Portrait"""""""
Berlin_002588.png,png,13.59,3840,2160,150,"52.47765, 13.42398",,Europe,32,,,
Los_Angeles_002589.cr2,cr2,27.99,4032,3024,300,"34° 57' N, 118° 44' W",,,,,,"""""""City, HDR, Night, Nature"""""""
Mumbai_002590.tif,tif,13.26,4000,3000,600,"19° 51' N, 73° 15' E",,Asia,48,,,"""""""Panorama, Street, Night"""""""
Buenos_Aires_002591.arw,arw,16.75,1920,1080,600,"34° 34' S, 58° 47' W",,South America,14,,,"""""""Vacation, Black and White, Festival, Urban, Holiday"""""""
Barcelona_002592.cr2,cr2,20.74,4000,3000,300,"41.26428, 1.87788",Yes,Europe,,,,"""""""Wildlife, Street, HDR, Concert"""""""
Buenos_Aires_002593.raw,raw,24.53,5472,3648,300,"35° 06' S, 59° 13' W",,South America,14,,,"""""""Family"""""""
Cairo_002594.tif,tif,28.96,4000,3000,1200,"30° 30' N, 31° 26' E",,Africa,48,,,"""""""Travel, Blue Hour"""""""
Singapore_002595.tiff,tiff,27.98,3264,2448,1200,"1.37892, 103.37630",,Asia,,,,"""""""Street, Black and White"""""""
Mumbai_002596.raw,raw,22.93,5472,3648,600,"18.92339, 72.64091",,Asia,14,Y,,
Buenos_Aires_002597.raw,raw,23.75,3264,2448,600,"-34.22614, -58.64575",Yes,South America,,,,"""""""Abstract"""""""
Singapore_002598.tif,tif,10.56,3840,2160,300,"1° 08' N, 104° 26' E",,Asia,48,Y,,"""""""Concert"""""""
Berlin_002599.tif,tif,20.43,3264,2448,300,"52.91784, 13.00348",,Europe,24,,,"""""""Sunrise, Mountain, Landscape, HDR, City"""""""
Buenos_Aires_002600.jpeg,jpeg,12.66,4032,3024,96,"-34.87341, -57.96411",,South America,,,Senators,"""""""Architecture, Night"""""""
Cape_Town_002601.cr2,cr2,35.01,2048,1536,600,"-33.54588, 18.50658",,,16,,,"""""""Family, Night, Event, Sports"""""""
Berlin_002602.jpg,jpg,9.68,2048,1536,96,,Yes,Europe,,,,"""""""Landscape, Portrait, Nature, Art"""""""
Cape_Town_002603.jpeg,jpeg,24.34,3840,2160,72,"-34.04768, 18.56661",,Africa,32,Y,,"""""""Sports, HDR, Landscape, Abstract"""""""
Cape_Town_002604.raw,raw,27.08,4032,3024,1200,"-33.83815, 18.29078",,Africa,14,Y,Senators,"""""""Sunset, Work, Blue Hour"""""""
Mumbai_002605.jpeg,jpeg,12.99,6000,4000,96,"19.35199, 73.20667",,,,,,"""""""Sports, Vacation, Macro"""""""
Buenos_Aires_002606.tif,tif,12.01,3840,2160,1200,,,South America,24,Y,,"""""""Sunrise, Street, HDR"""""""
Cape_Town_002607.nef,nef,27.05,3264,2448,600,,,Africa,16,,,"""""""Urban, Golden Hour, Art"""""""
Rio_de_Janeiro_002608.jpg,jpg,13.48,3840,2160,150,"-22.89722, -43.52036",,South America,32,,Bruins,"""""""Sunrise, Macro, Portrait"""""""
Rio_de_Janeiro_002609.jpg,jpg,8.78,2048,1536,300,"-23.25574, -43.47000",,South America,32,,,"""""""Macro, Golden Hour, Food, Portrait, Vintage"""""""
Sydney_002610.cr2,cr2,23.28,3264,2448,300,"34° 26' S, 151° 44' E",,Australia,14,Y,,"""""""Work, Urban"""""""
Buenos_Aires_002611.cr2,cr2,43.49,2048,1536,600,"34° 43' S, 59° 45' W",,South America,14,,,"""""""Wildlife, Concert, HDR, Portrait, Festival"""""""
New_York_002612.cr2,cr2,39.72,6000,4000,300,"40.80415, -74.47733",,,14,,,"""""""Event, Wedding, Beach, Abstract"""""""
Paris_002613.tiff,tiff,26.84,1920,1080,1200,"48° 28' N, 2° 12' E",,Europe,48,Y,,
Cairo_002614.cr2,cr2,43.32,3840,2160,300,"30° 00' N, 31° 11' E",,Africa,16,,,"""""""Golden Hour, Holiday"""""""
London_002615.tif,tif,17.41,4032,3024,600,"51.29312, -0.51158",,Europe,,Y,,"""""""City"""""""
New_York_002616.tif,tif,17.46,3264,2448,1200,"41.12847, -73.53586",,North America,32,,Canucks,"""""""City, Sports, Vacation, Abstract, Sunset"""""""
Sydney_002617.png,png,9.45,3264,2448,96,"-33.94911, 151.18924",,Australia,,,Canucks,"""""""City, Golden Hour"""""""
Singapore_002618.cr2,cr2,28.71,1920,1080,300,"1° 07' N, 104° 55' E",,Asia,16,,,"""""""Panorama, Wildlife, Black and White, Street, Wedding"""""""
Rio_de_Janeiro_002619.jpeg,jpeg,7.47,6000,4000,72,"23° 23' S, 43° 06' W",,South America,24,,,"""""""Macro"""""""
Cape_Town_002620.jpeg,jpeg,22.91,6000,4000,96,"-34.03631, 18.90088",,Africa,32,,,"""""""Abstract, Mountain, Forest, Landscape, Event"""""""
Tokyo_002621.raw,raw,30.46,4000,3000,300,"35° 31' N, 140° 54' E",,Asia,,,,"""""""Travel, Urban, Forest, Street, Nature"""""""
London_002622.tiff,tiff,28.35,4000,3000,1200,"51° 29' N, 0° 10' E",Yes,Europe,24,,,"""""""Sunrise, Architecture, Panorama"""""""
New_York_002623.nef,nef,20.37,3840,2160,600,"40.74487, -74.44808",,North America,14,,,"""""""Urban"""""""
Cairo_002624.png,png,21.53,4000,3000,150,"29.61384, 31.66292",,Africa,32,,,
Cape_Town_002625.png,png,14.94,2048,1536,300,"34° 23' S, 19° 38' E",,Africa,32,,,"""""""Macro, Sunrise, Work, Travel, Sunset"""""""
Sydney_002626.png,png,17.25,3840,2160,72,"-34.30754, 150.80434",,Australia,32,,,
Vancouver_002627.jpg,jpg,12.83,1920,1080,150,"49° 47' N, 123° 35' W",,North America,24,,,"""""""Festival, Nature, Concert"""""""
Barcelona_002628.tiff,tiff,19.27,4000,3000,300,"41.18266, 1.76065",,Europe,,Y,,
Cape_Town_002629.arw,arw,31.19,6000,4000,600,"34° 17' S, 19° 35' E",,Africa,,Y,,"""""""Abstract, Work, City, Urban, Holiday"""""""
Vancouver_002630.arw,arw,36.99,4032,3024,1200,"49.10344, -123.51976",,North America,16,,,"""""""Nature, Art"""""""
